id,name,locality,city,cuisines,establishment,average_cost_for_two,all_reviews_count,photo_count,has_table_booking,has_online_delivery,aggregate_rating,votes,timings
6102623,The Breakfast Club,"Artillery Lane, Spitalfields",London,"American, Burger",Casual Dining,40,108,191,0,0,4.6,204,"7:30 AM to 11 PM (Mon-Wed),7:30 AM to 12 Midnight (Thu-Fri),8 AM to 12 Midnight (Sat),8 AM to 10:30 PM (Sun)"
6117861,Sticks 'n' Sushi,"Henrietta Street, Covent Garden",London,"Japanese, Sushi",Casual Dining,65,93,1013,0,0,4.8,172,"12 Noon to 11 PM (Mon-Sat),12 Noon to 10 PM (Sun)"
6107279,Punjab,"Neal Street, Covent Garden",London,"Indian, North Indian, Curry",Casual Dining,40,92,147,0,0,4.4,203,"12 Noon to 11 PM (Mon-Sat),12 Noon to 10 PM (Sun)"
6103560,Lima,"Rathbone Place, Fitzrovia",London,"Peruvian, Latin American",Casual Dining,75,125,264,0,0,4.6,178,"5:30 PM to 10:45 PM (Mon),12 Noon to 2:30 PM, 5:30 PM to 10:45 PM (Tue-Fri),11 AM to 2:30 PM, 5:30 PM to 10:45 PM (Sat),11 AM to 2:30 PM, 5 PM to 9 PM (Sun)"
6114148,OXO Tower Restaurant,"Barge House Street, South Bank",London,"Modern European, British",Fine Dining,100,107,971,1,0,4.4,277,"12noon – 2:30pm, 6pm – 10pm (Mon-Wed),12noon – 2:30pm, 6pm – 11pm (Thu-Fri),12noon – 2:30pm, 5:30pm – 11pm (Sat),12noon – 3pm, 6:30pm – 10pm (Sun)"
6103053,Novikov - Asian Room,"Mayfair Place, Mayfair",London,Asian,Casual Dining,70,94,233,0,0,4.7,151,"12 Noon to 3:30 PM, 5:30 PM to 12 Midnight (Mon-Fri),12 Noon to 12 Midnight (Sat-Sun)"
6122355,The Palomar,"Rupert Street, Chinatown",London,"Middle Eastern, Arabian, Moroccan",Casual Dining,55,106,538,0,0,4.8,156,"12 Noon to 2:30 PM, 5:30 PM to 11 PM (Mon-Sat), 12:30 PM to 3:30 PM, 6 PM to 9 PM (Sun)"
6115017,Buddha Bar,"Knightsbridge, Knightsbridge",London,Asian,Casual Dining,70,83,159,0,0,4.3,133,"5 PM to 12 Midnight (Mon-Fri),12 Noon to 12 Midnight (Sat),11 AM to 11:30 PM (Sun)"
6104265,Amaya,"Motcomb Street, Knightsbridge",London,"Indian, North Indian, Curry",Fine Dining,70,75,189,0,0,4.4,175,"12 Noon to 2:45 PM, 6 PM to 10:45 PM (Mon-Sat), 12:45 PM to 2:45 PM, 6 PM to 10:15 PM (Sun)"
6103275,Polpo,"Beak Street, Soho",London,Italian,Casual Dining,40,140,456,0,0,4.3,287,"11:30 AM to 11 PM (Mon-Fri),10 AM to 11 PM (Sat),10 AM to 10 PM (Sun)"
6104569,St John Bar and Restaurant,"Saint John Street, Farringdon",London,British,Casual Dining,90,107,132,0,0,4.6,290,"11 AM to 11 PM (Mon-Fri),6 PM to 11 PM (Sat),12:30 PM to 5 PM (Sun)"
6105810,Franco Manca,"Market Row, Brixton",London,Pizza,Casual Dining,25,100,62,0,0,4.6,301,"12 Noon to 5 PM (Mon),12 Noon to 11 PM (Tue-Fri),11:30 AM to 11 PM (Sat),11:30 AM to 10:30 PM (Sun)"
6100578,Ping Pong Soho,"Great Marlborough Street, Soho",London,"Chinese, Dim Sum",Casual Dining,30,86,131,0,0,4.2,219,"11 AM to 12 Midnight (Mon-Fri), 12 Noon to 12 Midnight (Sat), 12 Noon to 10:30 PM (Sun)"
6103550,Yalla Yalla,"Brewer Street, Soho",London,"Middle Eastern, Lebanese, Street Food",Casual Dining,30,131,188,0,0,4.5,276,"10 AM to 11 PM (Mon-Sat),10 AM to 10 PM (Sun)"
6103850,Galvin at Windows - London Hilton on Park Lane Hotel,Mayfair,London,French,Fine Dining,160,116,470,1,0,4.5,202,"11 AM to 1 AM (Mon-Wed),11 AM to 2 AM (Thu-Fri),3 PM to 2 AM (Sat),11 AM to 10:30 PM (Sun)"
6106521,Muriel's Kitchen,"Pelham Street, South Kensington",London,"British, Cafe",Café,40,96,866,0,0,4.2,152,"8 AM to 11 PM (Mon-Sat),9 AM to 10 PM (Sun)"
6103800,Gaylord Restaurant,"Mortimer Street, Fitzrovia",London,"Indian, North Indian, Curry",Casual Dining,60,92,271,1,0,4.5,146,"12 Noon to 2:45 PM, 6 PM to 10:45 PM (Mon-Sat),12 Noon to 2:45 PM (Sun)"
6113672,Spuntino,"Rupert Street, Soho",London,"American, European",Diner,50,119,686,0,0,4.5,253,"11:30 AM to 12 Midnight (Mon-Wed),11:30 AM to 1 AM (Thu-Sat),11:30 AM to 11 PM (Sun)"
6101862,Belgo Centraal,"Earlham Street, Covent Garden",London,Belgian,Casual Dining,50,104,619,1,0,4.2,255,"12 Noon to 11 PM (Mon-Thu), 12 Noon to 11:30 PM (Fri-Sat), 12 Noon to 10:30 PM (Sun)"
6113894,Barbecoa Piccadilly,City of London,London,"Steak, British",Casual Dining,70,99,605,0,0,4.5,195,"8 AM to 11 PM (Mon-Thu), 8 AM to 12 Midnight (Fri-Sat), 8 AM to 10:30 PM (Sun)"
6113887,Sketch Lecture Room,"Conduit Street, Mayfair",London,French,Fine Dining,125,67,222,1,0,4.7,131,"7 PM to 10 PM (Tue-Thu), 12 Noon to 2 PM, 7 PM to 10 PM (Fri-Sat), Mon & Sun Closed"
6114650,Sake No Hana,"Saint James's Street, Mayfair",London,"Japanese, Sushi",Fine Dining,70,86,711,1,0,4.5,144,"12 Noon to 3 PM, 6 PM to 11 PM (Mon-Thu),12 Noon to 3 PM, 6 PM to 11:30 PM (Fri),12 Noon to 4 PM, 6 PM to 11:45 PM (Sat),Closed (Sun)"
6103594,Roka,"Canada Square, Canary Wharf",London,"Japanese, Sushi",Casual Dining,60,78,211,0,0,4.6,161,"11:45 AM to 3 PM, 5:30 PM to 11 PM (Mon-Fri),11:30 AM to 4 PM, 5:30 PM to 11 PM (Sat),11:30 AM to 8:30 PM (Sun)"
6104609,Pizza East,Shoreditch,London,Pizza,Casual Dining,35,117,94,0,0,4.5,243,"12 Noon to 12 Midnight (Mon-Wed),12 Noon to 1 AM (Thu),12 Noon to 2 AM (Fri),10 AM to 2 AM (Sat),10 AM to 12 Midnight (Sun)"
6107476,MEATmarket,"Tavistock Court, Covent Garden",London,"Fast Food, Burger",Casual Dining,30,128,113,0,0,4.4,239,"11:30 AM to 11 PM (Mon-Sat),11:30 AM to 10 PM (Sun)"
6120837,Bibimbap,"Greek Street, Soho",London,Korean,Quick Bites,25,78,73,0,0,4.4,164,"12 Noon to 3 PM, 6 PM to 11 PM (Mon-Fri),12 Noon to 11 PM (Sat-Sun)"
6100386,Busaba Eathai,Marylebone,London,"Thai, Curry",Casual Dining,35,93,101,1,0,4.4,206,"12 Noon to 11 PM (Mon-Thu),12 Noon to 11:30 PM (Fri-Sat),12 Noon to 10 PM (Sun)"
6104578,Rasa Sayang,Chinatown,London,"Malaysian, Singaporean, Curry",Casual Dining,30,119,141,0,0,4.3,197,"12 Noon to 11 PM (Mon-Thu),12 Noon to 12 Midnight (Fri-Sat),11:30 AM to 9:30 PM (Sun)"
6104650,Ceviche,"Frith Street, Soho",London,"Peruvian, Latin American, Healthy Food",Casual Dining,30,108,243,1,0,4.5,216,"5pm – 11pm (Mon-Tue),12noon – 3pm, 5pm – 11pm (Wed-Thu),12noon – 11:30pm (Fri-Sat),12noon – 10pm (Sun)"
6100037,Masala Zone,"Marshall Street, Soho",London,"Indian, Curry",Casual Dining,30,64,139,0,0,4.4,131,"12 Noon to 11 PM (Mon-Fri),12:30 PM to 11 PM (Sat),12:30 PM to 10:30 PM (Sun)"
6114829,Duck & Waffle,"Bishopsgate, City Of London",London,British,Casual Dining,55,450,1147,0,0,4.9,843,24 Hours (Mon-Sun)
17836125,Tascö,Baixa,Porto,"Petiscos, Portuguese",Casual Dining,30,476,848,0,0,4.3,974,"12 Noon a 12 Midnight, 12 Midnight a 1 AM"
17835036,Capa Negra II,Campo Alegre,Porto,"Portuguese, Finger Food",Casual Dining,30,466,427,0,0,3.9,1079,"12:00 to 02:00 (Mon-Sat),12:00 to 24:00 (Sun)"
18551909,Mundo,Baixa,Porto,"International, Beverages",Casual Dining,30,128,423,0,0,4.5,333,"19:00 a 24:00 (Seg-Qui),19:00 a 02:00 (Sex),12:00 a 15:30, 19:00 a 02:00 (Sáb),13:00 a 24:00 (Dom)"
17833953,Kyoto na Baixa,Baixa,Porto,"Japanese, Sushi",Casual Dining,40,248,423,1,0,4.2,593,"12:00 a 15:00, 19:30 a 23:00 (Seg-Qui),12:00 a 15:00, 19:30 a 24:00 (Sex),12:30 a 15:30, 19:30 a 24:00 (Sáb),Fechado (Dom)"
18341763,Puro 4050,Baixa,Porto,"Italian, Mediterranean",Fine Dining,50,175,505,0,0,4.6,434,"12:30 PM a 3 PM, 6:30 PM a 11 PM (Seg-Qui), 12:30 PM a 3 PM, 6:30 PM a 11:30 PM (Sex-Sáb), Dom Fechado"
17834005,Reitoria,Baixa,Porto,"Steak, Tapas, Italian",Fine Dining,80,254,623,0,0,4.4,582,"12:30 PM to 11 PM (Mon-Thu, Sun), 12:30 PM to 12 Midnight (Fri-Sat)"
18688240,Boteco Mexicano,Baixa,Porto,"Brazilian, Mexican",Quick Bites,30,98,239,0,0,3.8,249,"12:30 a 15:00, 19:30 a 23:30 (Seg-Qui),12:30 a 15:00, 19:30 a 00:30 (Sex),12:30 a 00:30 (Sáb),12:30 a 23:30 (Dom)"
17832872,Peebz,Foz,Porto,Burger,Casual Dining,23,372,835,1,0,4.2,736,"12 Noon to 3 PM, 7 PM to 10:45 PM (Tue-Fri), 12:30 PM to 3:30 PM, 7 PM to 10:45 PM (Sat), 12:30 PM to 3:30 PM (Sun), Mon Closed"
18598051,MISTU,Miragaia,Porto,"International, Fusion, Portuguese",Casual Dining,70,98,368,0,0,4.6,244,"19:30 a 23:30 (Seg-Qui),19:30 a 24:00 (Sex),12:30 a 15:30, 19:30 a 24:00 (Sáb),12:30 a 15:30, 19:30 a 23:30 (Dom)"
17833519,Moustache,Baixa,Porto,"Cafe, Finger Food, Portuguese",Café,16,339,525,0,0,4.1,801,"9 AM to 7 PM (Mon, Wed-Sun), Tue Closed"
17835134,Ichiban,Foz,Porto,"Japanese, Sushi",Fine Dining,60,168,480,0,0,4.5,390,"12:30 PM to 3 PM, 7:30 PM to 11 PM (Tue-Thu), 12:30 PM to 3 PM, 7:30 PM to 12 Midnight (Fri-Sat), 12:30 PM to 4 PM (Sun), Mon Closed"
17834845,Sushiaria,Leça da Palmeira,Porto,Sushi,Casual Dining,45,251,604,1,0,4.4,642,"Fechado (Seg),12:30 a 15:00, 19:30 a 23:00 (Ter-Dom)"
17836523,Lareira,Baixa,Porto,"Petiscos, Portuguese",Casual Dining,20,219,474,0,0,4.3,480,"12:00 to 23:00 (Mon-Thu),12:00 to 01:00 (Fri-Sat),Closed (Sun)"
17834587,Pizzeria Antonio Mezzero,Matosinhos Centro,Porto,"Italian, Pizza",Casual Dining,40,246,340,0,0,4.4,566,"12 Noon to 2:30 PM, 7 PM to 10:30 PM (Tue-Sat), 7 PM to 10:30 PM (Sun), Mon Closed"
18344217,Bocca,Foz,Porto,"Mediterranean, Italian, Pizza",Casual Dining,40,129,258,1,0,4.0,237,12:30 PM a 11 PM
17835328,Casinha Boutique Café,Boavista,Porto,"Desserts, Finger Food, Cafe",Café,13,427,855,0,0,3.8,966,"9 AM to 8 PM (Mon-Tue), 9 AM to 10 PM (Wed-Thu), 9 AM to 12 Midnight (Fri-Sat), 10 AM to 10 PM (Sun)"
17834632,Mr. Binho Sushi,Matosinhos Centro,Porto,"Japanese, Sushi, Fusion",Casual Dining,45,215,444,0,0,4.1,483,"12:30 to 15:00, 19:30 to 23:00 (Mon-Thu),12:30 to 15:00, 19:30 to 24:00 (Fri),19:30 to 24:00 (Sat),Closed (Sun)"
17833021,Conga,Baixa,Porto,"Portuguese, Finger Food",Casual Dining,20,320,261,0,0,4.0,814,"11 AM to 10:30 PM (Mon-Thu, Sun), 11 AM to 12 Midnight (Fri), 11 AM to 1 AM (Sat)"
18742488,Fava Tonka,Leça da Palmeira,Porto,"Vegetarian, Author, Petiscos, Healthy Food",Casual Dining,50,75,248,1,0,4.6,206,"12:30 a 15:00, 19:30 a 23:00 (Seg, Qua, Qui, Sex, Sáb, Dom), Fechado (Ter)"
17835233,Terra,Foz,Porto,"Fusion, Mediterranean, Japanese, Sushi",Fine Dining,70,170,482,0,0,4.5,446,"12:30 PM a 3:30 PM, 7:30 PM a 12 Midnight, 12 Midnight a 12:30 AM"
17833721,A Sandeira,Baixa,Porto,"Healthy Food, Vegetarian",Quick Bites,10,192,279,0,0,4.3,422,"9 AM to 12 Midnight (Mon-Sat), Sun Closed"
18673976,I Loft Resto&Bar,Baixa,Porto,"Mexican, Mediterranean, Beverages, Petiscos, Portuguese",Casual Dining,40,82,233,1,0,4.1,170,"7 PM a 12 Midnight, 12 Midnight a 12:30 AM (Ter-Qui, Dom), 7 PM a 12 Midnight, 12 Midnight a 2:30 AM (Sex-Sáb), Seg Fechado"
17836120,Casa Guedes,Santo Ildefonso,Porto,"Finger Food, Portuguese",Snack Bar,12,481,399,0,0,4.6,1176,"8 AM to 10:30 PM (Mon-Sat), Sun Closed"
17833545,Dona Maria Pregaria,Baixa,Porto,Burger,Casual Dining,22,487,826,0,0,4.2,1036,"12 Noon a 4 PM, 7 PM a 10:59 PM (Seg-Qui), 12 Noon a 4 PM, 6 PM a 12 Midnight (Sex-Sáb), Dom Fechado"
18480786,Noshi Coffee,Baixa,Porto,"Healthy Food, Vegetarian, Cafe",Café,12,221,535,0,0,4.2,484,"9 AM to 7 PM (Mon-Sat), 1 AM to 6 PM (Sun)"
17833033,Real Hamburgueria Portuguesa,Cedofeita,Porto,Burger,Casual Dining,20,456,682,0,0,4.4,1059,"12 Noon to 11 PM (Tue-Sat), Mon & Sun Closed"
17836488,Santini,Baixa,Porto,"Ice Cream, Desserts",Ice Cream Shop,10,401,566,0,0,4.5,818,"1 PM a 11 PM (Seg-Qui), 1 PM a 12 Midnight (Sex-Dom)"
17835984,Meidin,Boavista,Porto,"Italian, Pizza",Casual Dining,20,153,192,0,0,3.8,418,12:00 to 23:00 (Mon-Sun)
17833247,Munchie,Baixa,Porto,Burger,Casual Dining,15,399,307,0,0,3.9,1236,12 Noon to 12 Midnight
17833382,Shiko - Tasca Japonesa,Batalha,Porto,"Japanese, Sushi",Casual Dining,50,189,530,1,0,4.6,447,"12:30 PM to 3 PM, 7:30 PM to 11 PM (Tue-Fri), 1 PM to 4 PM, 7:30 PM to 11 PM (Sat), Mon & Sun Closed"
17833599,Cantinho do Avillez,Baixa,Porto,"Portuguese, Contemporary",Fine Dining,70,240,532,0,0,4.4,540,"12:30 to 15:00, 19:00 to 24:00 (Mon-Fri),12:30 to 24:00 (Sat-Sun)"
18344198,Honorato,Baixa,Porto,"Burger, Gourmet Fast Food",Casual Dining,25,285,527,0,0,4.1,600,"12 Noon to 12 Midnight (Mon-Wed, Sun), 12 Noon to 1 AM (Thu), 12 Noon to 2 AM (Fri-Sat)"
17884616,daTerra,Baixa,Porto,"Vegetarian, Tea",Casual Dining,20,295,475,1,0,4.1,600,"8:30 AM to 11 PM (Mon-Thu, Sun), 8:30 AM to 11:30 PM (Fri-Sat)"
17836337,Rota do Chá,Cedofeita,Porto,"Finger Food, Portuguese, Juices, Tea",Tea Room,40,225,337,0,0,4.1,543,11 AM to 9 PM
18246408,RT Focaccias,"Mercado Bom Sucesso, Boavista",Porto,"Italian, Finger Food",Food Court,15,85,274,0,0,4.1,169,"10 AM to 11 PM (Mon-Thu, Sun), 10 AM to 12 Midnight (Fri-Sat)"
18269084,Casa da Guripa,Angeiras,Porto,"Mediterranean, Fresh Fish",Casual Dining,40,76,232,0,0,4.7,184,"12 Noon a 3 PM, 7 PM a 10 PM (Ter-Sáb), 12 Noon a 3 PM (Dom), Seg Fechado"
19073653,Mar e Terra,Albufeira,Algarve,Portuguese,Casual Dining,30,0,28,0,0,0,1,12 Noon to 10 PM
19079238,O Teodósio,Guia,Algarve,"Portuguese, Grill",Casual Dining,25,8,7,0,0,4.1,16,"12 Noon to 3 PM, 6:30 PM to 10:30 PM"
19076714,Nó de Gosto,Tavira Centro,Algarve,"Petiscos, Portuguese",Casual Dining,25,1,40,0,0,0,2,"6 PM to 10 PM (Mon, Wed-Sun), Tue Closed"
19076502,Ideal,Cabanas de Tavira,Algarve,"Grill, Portuguese",Casual Dining,25,4,12,0,0,4.0,8,"12 Noon to 3 PM, 7 PM to 10 PM (Mon-Tue, Thu-Sun), Wed Closed"
19077760,A Venda,Faro Centro,Algarve,"Finger Food, Tapas, Portuguese",Quick Bites,25,0,11,0,0,0,3,"1 PM to 3 PM, 7:30 PM to 11 PM (Tue-Sat), Mon & Sun Closed"
19076553,D'gusta,Tavira Centro,Algarve,"Portuguese, Beverages",Casual Dining,25,2,6,0,0,2.6,7,"7 PM to 2 AM (Tue-Sun), Mon Closed"
19073073,Vila Faia,Quarteira,Algarve,"Finger Food, Cafe",Snack Bar,6,0,20,0,0,0,1,"8 AM to 8 PM (Mon, Wed-Sun), Tue Closed"
19074995,NoSolo Itália,Vilamoura,Algarve,"Pizza, Italian, Ice Cream",Casual Dining,40,5,3,0,0,3.5,9,10 AM to 11:30 PM
19074783,Alameda Restaurante,Faro Centro,Algarve,"Author, Portuguese",Casual Dining,60,2,10,0,0,3.2,4,"7 PM to 12 Midnight (Tue-Sat), Mon & Sun Closed"
19071967,Avô Casemiro,Portimão Centro,Algarve,Petiscos,Casual Dining,25,1,21,0,0,0,2,"12 Noon to 11 PM (Mon-Tue, Thu-Sun), Wed Closed"
19076764,Ponto de Encontro,Tavira Centro,Algarve,Portuguese,Casual Dining,30,3,23,0,0,3.2,5,"Fechado (Seg),19:00 a 22:30 (Ter),12:30 a 15:00, 19:00 a 22:30 (Qua-Dom)"
19077052,The Woods,Faro Centro,Algarve,"Finger Food, Healthy Food",Casual Dining,20,3,3,0,0,3.8,6,12 Noon to 12 Midnight
19076700,Zé Maria & Lita,Tavira Centro,Algarve,Grill,Casual Dining,20,1,10,0,0,0,3,"12 Noon to 3 PM, 7 PM to 10 PM"
19077099,Ti Maria,Tavira Centro,Algarve,Portuguese,Casual Dining,30,2,13,0,0,0,2,"12 Noon to 11 PM (Mon-Sat), Sun Closed"
19076952,Sushi Ya Fusion,Faro Centro,Algarve,Sushi,Casual Dining,40,3,5,0,0,3.2,6,"12 Noon to 2:30 PM, 7 PM to 11:30 PM (Tue-Sun), Mon Closed"
19076939,Muxama,Monte Gordo,Algarve,"Portuguese, Fresh Fish",Casual Dining,50,2,11,0,0,0,2,"10 AM to 11:30 PM (Mon, Wed, Sun), 10:30 AM to 11 PM (Thu-Sat), Tue Closed"
19079373,Ramires,Guia,Algarve,"Portuguese, Grill",Casual Dining,20,2,7,0,0,0,3,12 Noon to 11 PM
19078707,Casa na Igreja,Vila Nova de Cacela,Algarve,Portuguese,Casual Dining,20,3,5,0,0,3.7,6,4:30 PM to 10:30 PM
19078575,Nutty,Vila Real de Santo António Centro,Algarve,Crepes,Dessert Parlour,8,1,7,0,0,2.9,4,"11 AM to 7 PM (Tue-Sun), Mon Closed"
19078023,Polvo & Companhia,Santa Luzia,Algarve,"Fresh Fish, Seafood",Casual Dining,40,3,9,0,0,3.9,4,"12 Noon to 3 PM, 6:30 PM to 9:30 PM (Tue-Sun), Mon Closed"
19075421,Tico Tico,Quarteira,Algarve,"Seafood, Petiscos",Casual Dining,35,0,19,0,0,3.9,9,"12:00 a 14:45, 18:30 a 22:15 (Seg, Qua, Qui, Sex, Sáb, Dom), Fechado (Ter)"
19103254,A Tasca do João,Faro Centro,Algarve,"Petiscos, Tapas",Quick Bites,30,1,10,0,0,3.1,4,"6 PM to 11:45 PM (Tue-Sun), Mon Closed"
19076781,Come na Gaveta,Tavira Centro,Algarve,Portuguese,Casual Dining,35,1,7,0,0,0,3,"12 Noon to 3 PM, 7 PM to 11 PM"
19071250,Agua y Sal,Ferreiras,Algarve,Mexican,Casual Dining,30,2,13,0,0,0,2,"3 PM to 12 Midnight (Tue-Sun), Mon Closed"
19076403,Mediterraneamente,Alvor,Algarve,"Italian, Pizza",Casual Dining,25,1,2,0,0,4.0,6,"12 Noon to 3 PM, 6:30 PM to 11 PM (Mon, Wed-Sun), Tue Closed"
19072130,Cacau Brunch Concept,Portimão Centro,Algarve,Portuguese,Casual Dining,30,0,7,0,0,0,2,"10 AM to 6 PM (Mon-Sat), Sun Closed"
19077938,Casa do Polvo - Tasquinha,Santa Luzia,Algarve,Fresh Fish,Casual Dining,40,0,19,0,0,0,3,"12 Noon to 3 PM, 6:30 PM to 10 PM (Mon, Wed-Sun), Tue Closed"
19077171,Lodo,Faro Centro,Algarve,Seafood,Casual Dining,10,3,5,0,0,0,3,"12 Noon to 3 PM, 6 PM to 10:30 PM"
19071998,Dona Barca,Portimão Centro,Algarve,Portuguese,Casual Dining,25,3,7,0,0,0,3,12 Noon to 11 PM
19081103,Primavera Ristorante Trattoria,Carvoeiro,Algarve,"Pizza, Italian",Casual Dining,40,0,6,0,0,0,3,12 Noon to 11 PM
19072826,Casanova,Albufeira,Algarve,Portuguese,Casual Dining,50,0,12,0,0,0,0,10 AM to 12 Midnight
19071771,La Dolce Vita,Portimão Centro,Algarve,"Pizza, Italian",Casual Dining,35,2,3,0,0,3.4,8,12 Noon to 11 PM
19079327,Sen Tonkin,Ferragudo,Algarve,Vietnamese,Casual Dining,25,1,4,0,0,0,2,"12 Noon to 3 PM, 6:30 PM to 10 PM"
19076490,Al Dente,Alvor,Algarve,"Pizza, Italian",Casual Dining,30,0,5,0,0,0,3,"6 PM to 10 PM (Mon-Fri), 12 Noon to 3 PM, 6 PM to 10 PM (Sat-Sun)"
19104169,IZAKAYA,Porches Craft Beer Fest,Algarve,Japanese,Kiosk,14,0,8,0,0,0,1,5 PM to 11 PM
19071992,Puerto Madero,Albufeira,Algarve,"Steak, Argentine",Casual Dining,30,1,11,0,0,0,1,"7 PM to 11 PM (Mon-Tue, Thu-Sun), Wed Closed"
19072846,Uzonj,Albufeira,Algarve,"Portuguese, Grill",Casual Dining,40,0,2,0,0,3.6,8,12 Noon to 10 PM
19077165,Studio 4,Faro Centro,Algarve,"Finger Food, Beverages",Bar,10,1,7,0,0,0,2,12 Noon to 12 Midnight
18413910,Frankie Hot Dogs,Saldanha,Lisboa,"Gourmet Fast Food, Street Food",Quick Bites,14,602,1225,0,0,4.4,1226,12 Noon to 12 Midnight
8214585,Yakuza First Floor,Rato,Lisboa,"Japanese, Sushi, Beverages",Fine Dining,100,375,1339,0,0,4.9,897,"12:30 PM a 3 PM, 8 PM a 12 Midnight, 12 Midnight a 1 AM (Ter-Sex), 8 PM a 12 Midnight, 12 Midnight a 1 AM (Sáb-Dom), Seg Fechado"
8201625,Fábrica dos Sabores,Saldanha,Lisboa,"Healthy Food, Juices, Italian, Pizza, Bakery, Crepes",Casual Dining,24,1069,1958,1,0,4.0,1928,"8 AM to 8 PM (Mon-Fri), 9 AM to 8 PM (Sat), Sun Closed"
8202582,Darwin's,Belém,Lisboa,"Portuguese, Italian",Fine Dining,50,739,1478,0,0,4.6,1949,"12:30 PM a 4 PM (Seg), 12:30 PM a 3:30 PM, 7:30 PM a 11 PM (Ter-Dom)"
8212583,Frankie Hot Dogs,Campo Grande,Lisboa,"Gourmet Fast Food, Street Food",Quick Bites,14,2640,4372,0,0,4.4,5703,12 Noon a 12 Midnight
18538876,Otto,Cais do Sodré,Lisboa,"Pizza, Italian",Casual Dining,30,567,558,0,0,4.4,1004,"12 Noon a 12 Midnight (Seg-Qui, Dom), 12 Noon a 12 Midnight, 12 Midnight a 1 AM (Sex-Sáb)"
16554743,Grazia & Graziella,Trastevere,Roma,"Pizza, Roman, Italian",Casual Dining,40,128,599,0,0,4.9,265,"08:00 to 01:00 (Mon-Sat),08:00 to 02:00 (Sun)"
16548536,Giolitti,Navona - Pantheon,Roma,"Cafe, Ice Cream, Italian, Desserts",Ice Cream Shop,40,137,1479,0,0,4.9,244,07:00 to 01:00 (Mon-Sun)
16553765,Dar Poeta,Trastevere,Roma,Pizza,Pizzeria,30,91,273,0,0,4.8,173,12:00 to 24:00 (Mon-Sun)
16551423,Pompi Il Regno del Tiramisù,Spagna,Roma,"Ice Cream, Desserts",Dessert Parlour,15,93,127,0,0,4.9,157,"11:00 to 21:30 (Mon, Tue, Wed, Thu, Sun), 11:00 to 22:30 (Fri),11:00 to 23:30 (Sat)"
16550546,Cantina e Cucina,Navona - Pantheon,Roma,"Roman, Pizza, Italian",Osteria,60,67,488,0,0,4.9,147,08:30 to 01:30 (Mon-Sun)
16554451,Open Baladin,Campo de' Fiori,Roma,"Burger, Italian",Pub,40,106,486,0,0,4.8,149,12:00 to 02:00 (Mon-Sun)
16553367,Spaghetteria Pizzeria L'Archetto,Fontana di Trevi,Roma,"Pizza, Italian",Casual Dining,50,71,225,0,0,4.7,143,12:00 to 01:00 (Mon-Sun)
16556183,Frigidarium - Gelateria Artigianale,Navona - Pantheon,Roma,Ice Cream,Ice Cream Shop,6,64,76,0,0,4.9,120,10:00 to 02:00 (Mon-Sun)
16554755,Carlo Menta,Trastevere,Roma,"Roman, Pizza, Seafood, Italian",Casual Dining,50,71,112,0,0,4.3,123,"12:00 to 23:30 (Mon, Tue, Wed, Thu, Sun), 12:00 to 24:00 (Fri-Sat)"
16556179,Pinsere,Veneto,Roma,"Pizza, Street Food",Quick Bites,15,23,1018,0,0,4.6,45,"08:00 to 16:00 (Mon-Fri),Closed (Sat-Sun)"
16553107,Panino Divino,Prati,Roma,Panini,Quick Bites,15,15,234,0,0,4.3,24,"10:00 to 21:00 (Mon-Sat),Closed (Sun)"
16556369,La Carbonara,Monti,Roma,"Roman, Italian",Osteria,50,45,452,0,0,4.7,89,"12:30 to 14:30, 19:00 to 23:00 (Mon-Sat),Closed (Sun)"
16555104,Hard Rock Cafe,Veneto,Roma,"Burger, American",Casual Dining,60,54,2105,0,0,4.7,86,"12:00 to 02:00 (Mon, Tue, Wed, Thu, Sun), 12:00 to 02:30 (Fri-Sat)"
16550700,Ginger,Spagna,Roma,"Healthy Food, Cafe, Italian",Casual Dining,60,54,742,0,0,4.7,88,10:00 to 24:00 (Mon-Sun)
16529800,200 Gradi,Prati,Roma,"Panini, Healthy Food",Quick Bites,20,70,209,0,0,4.6,101,"11:00 to 02:00 (Mon, Tue, Wed, Thu, Sun), 11:00 to 04:00 (Fri-Sat)"
16555920,La Romana,Veneto,Roma,"Ice Cream, Crepes, Desserts",Ice Cream Shop,6,81,511,0,0,4.7,119,"11:00 to 24:00 (Mon, Tue, Wed, Thu, Sun), 11:00 to 01:00 (Fri-Sat)"
16551810,Momart,Bologna,Roma,"Pizza, Burger, Italian",Casual Dining,50,153,127,0,0,4.5,178,"12:00 to 15:00, 19:00 to 02:00 (Mon-Sun)"
16549722,100 Montaditos,Policlinico,Roma,"Burger, Tapas, Spanish",Casual Dining,25,129,462,0,0,4.4,146,12:00 to 01:30 (Mon-Sun)
16551054,Pane e Salame,Torrevecchia,Roma,"Pizza, Panini, Tavola Calda",Quick Bites,10,9,473,0,0,4.2,12,"07:00 to 21:00 (Mon-Sat),Closed (Sun)"
16551070,Dolce,Quartiere Africano,Roma,"Cafe, Burger, Desserts, Italian",Casual Dining,50,56,168,0,0,4.5,77,"17:00 to 24:00 (Mon-Sat),08:30 to 23:30 (Sun)"
16556441,Temakinho,Monti,Roma,"Fusion, Sushi, Japanese, Brazilian",Casual Dining,70,39,956,0,0,4.6,54,"12:30 to 15:30, 19:00 to 24:00 (Mon-Sun)"
